model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,350M,1,4096,4096,7993.548583984375,7240.499114990234,6.03515625,13.96484375,8.0,88.0,0.015625,4.0,58.0,LanguageModelEmbedding
gpt,350M,2,4096,4096,16391.168212890625,13854.515075683594,12.0703125,51.9296875,16.0,102.0,0.03125,8.0,58.0,LanguageModelEmbedding
gpt,350M,3,4096,4096,24510.464477539062,24791.859436035156,18.10546875,77.89453125,24.0,164.0,0.046875,12.0,58.0,LanguageModelEmbedding
gpt,350M,1,8192,8192,16330.546569824219,14261.247253417969,12.0703125,55.9296875,16.0,102.0,0.03125,8.0,66.0,LanguageModelEmbedding
gpt,350M,2,8192,8192,32602.11181640625,31125.094604492188,24.140625,103.859375,32.0,186.0,0.0625,16.0,66.0,LanguageModelEmbedding
gpt,350M,3,8192,8192,49198.08044433594,47728.02429199219,36.2109375,155.7890625,48.0,284.0,0.09375,24.0,66.0,LanguageModelEmbedding
gpt,350M,1,16384,16384,32753.86962890625,31042.764282226562,24.140625,87.859375,32.0,136.0,0.0625,16.0,82.0,LanguageModelEmbedding
gpt,350M,2,16384,16384,65805.31005859375,65132.33642578125,48.28125,207.71875,64.0,272.0,0.125,32.0,82.0,LanguageModelEmbedding
gpt,350M,3,16384,16384,99172.55859375,97592.1142578125,72.421875,311.578125,96.0,470.0,0.1875,48.0,82.0,LanguageModelEmbedding
gpt,350M,1,32768,32768,65262.591552734375,65738.95874023438,48.28125,175.71875,64.0,272.0,0.125,32.0,114.0,LanguageModelEmbedding
gpt,350M,2,32768,32768,133342.61474609375,132052.99072265625,96.5625,417.4375,128.0,540.0,0.25,64.0,114.0,LanguageModelEmbedding
gpt,350M,3,32768,32768,200958.1298828125,197783.9599609375,144.84375,625.15625,192.0,940.0,0.375,96.0,114.0,LanguageModelEmbedding
gpt,350M,1,4096,4096,15699.967956542969,17272.218322753906,420.19140625,579.80859375,8.140625,0.0,4.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,4096,4096,31073.483276367188,33258.70056152344,816.1328125,1183.8671875,0.03125,0.0,8.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,3,4096,4096,46702.59094238281,49722.16491699219,1220.19921875,1779.80078125,0.046875,0.0,12.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,1,8192,8192,31818.753051757812,32913.81530761719,808.1328125,1191.8671875,0.03125,0.0,8.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,8192,8192,62162.738037109375,66819.28100585938,1624.265625,2407.734375,0.0625,2.0,16.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,3,8192,8192,93738.5986328125,99774.06005859375,2440.3984375,3607.6015625,0.09375,2.0,24.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,1,16384,16384,64064.105224609375,65815.35034179688,1616.265625,2383.734375,0.0625,2.0,16.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,16384,16384,125669.37255859375,133595.93505859375,3248.53125,4815.46875,0.125,2.0,32.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,3,16384,16384,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,350M,1,32768,32768,126090.44189453125,134889.07470703125,3232.53125,4767.46875,0.125,2.0,32.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,32768,32768,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,350M,3,32768,32768,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,350M,1,4096,4096,8763.597106933594,13360.7421875,30.1416015625,0.0,7.984375,2.0,4.0,4.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,4096,4096,17613.00506591797,26478.590393066406,60.2822265625,0.0,15.96875,2.0,8.0,8.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,4096,4096,26176.922607421875,40077.5146484375,90.4228515625,0.0,23.953125,2.0,12.0,12.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,1,8192,8192,18388.992309570312,27798.117065429688,52.2822265625,0.0,15.96875,2.0,8.0,8.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,8192,8192,36443.95446777344,55545.65124511719,120.5634765625,0.0,31.9375,2.0,16.0,16.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,8192,8192,54638.385009765625,83583.79516601562,180.8447265625,0.0,47.90625,2.0,24.0,24.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,1,16384,16384,39003.546142578125,61501.849365234375,104.5634765625,0.0,31.9375,2.0,16.0,16.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,16384,16384,78312.65258789062,123891.71752929688,241.1259765625,0.0,63.875,0.0,32.0,32.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,16384,16384,117906.8359375,190194.287109375,361.6884765625,0.0,95.8125,2.0,48.0,48.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,1,32768,32768,87715.22827148438,146627.37426757812,209.1259765625,0.0,63.875,0.0,32.0,32.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,32768,32768,178535.009765625,302986.669921875,482.2509765625,0.0,127.75,2.0,64.0,64.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,32768,32768,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormSelfAttentionDropout
gpt,350M,1,4096,4096,8598.118591308594,12906.507873535156,43.015625,0.0,7.984375,0.0,4.0,4.0,8.0,TELayerNormMlpDropout
gpt,350M,2,4096,4096,17402.061462402344,25447.83172607422,84.03125,0.0,15.96875,0.0,8.0,8.0,8.0,TELayerNormMlpDropout
gpt,350M,3,4096,4096,26011.444091796875,38310.089111328125,126.046875,0.0,23.953125,0.0,12.0,12.0,8.0,TELayerNormMlpDropout
gpt,350M,1,8192,8192,17492.58270263672,25644.64569091797,84.03125,0.0,15.96875,0.0,8.0,8.0,8.0,TELayerNormMlpDropout
gpt,350M,2,8192,8192,34712.371826171875,50928.02734375,168.0625,0.0,31.9375,0.0,16.0,16.0,8.0,TELayerNormMlpDropout
gpt,350M,3,8192,8192,52799.285888671875,75721.08764648438,252.09375,0.0,47.90625,0.0,24.0,24.0,8.0,TELayerNormMlpDropout
gpt,350M,1,16384,16384,34880.92041015625,51471.124267578125,168.0625,0.0,31.9375,0.0,16.0,16.0,8.0,TELayerNormMlpDropout
gpt,350M,2,16384,16384,70139.0869140625,104213.5009765625,336.125,0.0,63.875,0.0,32.0,32.0,8.0,TELayerNormMlpDropout
gpt,350M,3,16384,16384,107463.26904296875,155789.92919921875,504.1875,0.0,95.8125,0.0,48.0,48.0,8.0,TELayerNormMlpDropout
gpt,350M,1,32768,32768,70056.14013671875,104726.123046875,336.125,0.0,63.875,0.0,32.0,32.0,8.0,TELayerNormMlpDropout
gpt,350M,2,32768,32768,144391.95556640625,211179.55322265625,672.25,0.0,127.75,0.0,64.0,64.0,8.0,TELayerNormMlpDropout
gpt,350M,3,32768,32768,222642.9931640625,318403.1494140625,1008.375,0.0,191.625,0.0,96.0,96.0,8.0,TELayerNormMlpDropout
