model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,6-7B,1,8192,8192,98970.83129882812,58407.32421875,24.0703125,183.9296875,32.0,142.0,0.03125,16.0,164.0,LanguageModelEmbedding
gpt,6-7B,2,8192,8192,198463.6962890625,120441.24755859375,48.140625,463.859375,64.0,410.0,0.0625,32.0,164.0,LanguageModelEmbedding
gpt,6-7B,1,16384,16384,197786.0107421875,120888.31787109375,48.140625,367.859375,64.0,410.0,0.0625,32.0,228.0,LanguageModelEmbedding
gpt,6-7B,2,16384,16384,399834.1064453125,240586.962890625,96.28125,927.71875,128.0,822.0,0.125,64.0,228.0,LanguageModelEmbedding
gpt,6-7B,1,32768,32768,398530.56640625,239909.8876953125,96.28125,671.71875,128.0,822.0,0.125,64.0,356.0,LanguageModelEmbedding
gpt,6-7B,2,32768,32768,804698.53515625,467556.982421875,192.5625,1857.4375,256.0,1386.0,0.25,128.0,356.0,LanguageModelEmbedding
gpt,6-7B,1,8192,8192,69604.7607421875,103435.26611328125,488.2421875,511.7578125,8.15625,0.0,16.0,1.9073486328125e-06,100.0,TELayerNormPostProcess
gpt,6-7B,2,8192,8192,139736.87744140625,197910.72998046875,896.234375,1263.765625,0.0625,0.0,32.0,1.9073486328125e-06,100.0,TELayerNormPostProcess
gpt,6-7B,1,16384,16384,139604.96826171875,198482.55615234375,832.234375,1167.765625,0.0625,0.0,32.0,1.9073486328125e-06,100.0,TELayerNormPostProcess
gpt,6-7B,2,16384,16384,284096.09375,404972.75390625,1792.46875,2527.53125,0.125,0.0,64.0,1.9073486328125e-06,100.0,TELayerNormPostProcess
gpt,6-7B,1,32768,32768,283620.1416015625,407338.7939453125,1664.46875,2335.53125,0.125,0.0,64.0,1.9073486328125e-06,100.0,TELayerNormPostProcess
gpt,6-7B,2,32768,32768,570008.154296875,826131.103515625,3584.9375,5057.0625,0.25,0.0,128.0,1.9073486328125e-06,100.0,TELayerNormPostProcess
gpt,6-7B,1,8192,8192,105000.146484375,153111.962890625,108.2666015625,137.7333984375,31.984375,0.0,16.0,16.0,32.0,TELayerNormSelfAttentionDropout
gpt,6-7B,2,8192,8192,211942.1875,308099.072265625,240.5322265625,261.4677734375,63.96875,88.0,32.0,32.0,32.0,TELayerNormSelfAttentionDropout
gpt,6-7B,1,16384,16384,215520.263671875,318782.470703125,208.5322265625,0.0,63.96875,280.0,32.0,32.0,32.0,TELayerNormSelfAttentionDropout
gpt,6-7B,2,16384,16384,438062.890625,648102.9296875,481.0634765625,158.9365234375,127.9375,514.0,64.0,64.0,32.0,TELayerNormSelfAttentionDropout
gpt,6-7B,1,32768,32768,454204.39453125,693474.70703125,417.0634765625,158.9365234375,127.9375,578.0,64.0,64.0,32.0,TELayerNormSelfAttentionDropout
gpt,6-7B,2,32768,32768,918149.12109375,1403403.22265625,962.1259765625,701.8740234375,255.875,1152.0,128.0,128.0,32.0,TELayerNormSelfAttentionDropout
gpt,6-7B,1,8192,8192,106429.443359375,152985.595703125,168.015625,77.984375,31.984375,0.0,16.0,16.0,64.0,TELayerNormMlpDropout
gpt,6-7B,2,8192,8192,213696.3134765625,306380.9814453125,336.03125,37.96875,63.96875,406.0,32.0,32.0,64.0,TELayerNormMlpDropout
gpt,6-7B,1,16384,16384,214485.205078125,308092.919921875,336.03125,0.0,63.96875,320.0,32.0,32.0,64.0,TELayerNormMlpDropout
gpt,6-7B,2,16384,16384,434904.4921875,627120.5078125,672.0625,95.9375,127.9375,768.0,64.0,64.0,64.0,TELayerNormMlpDropout
gpt,6-7B,1,32768,32768,434496.533203125,630895.751953125,672.0625,95.9375,127.9375,768.0,64.0,64.0,64.0,TELayerNormMlpDropout
gpt,6-7B,2,32768,32768,882087.890625,1273029.6875,1344.125,447.875,255.875,1664.0,128.0,128.0,64.0,TELayerNormMlpDropout
gpt,6-7B,1,65536,65536,803135.05859375,471269.775390625,192.5625,1345.4375,256.0,1130.0,0.25,128.0,612.0,LanguageModelEmbedding
gpt,6-7B,2,65536,65536,1627518.5546875,933193.5546875,385.125,3712.875,512.0,2770.0,0.5,256.0,612.0,LanguageModelEmbedding
gpt,6-7B,1,65536,65536,573861.474609375,819921.728515625,3849.0625,4664.9375,8.375,0.0,128.0,1.9073486328125e-06,100.0,TELayerNormPostProcess
gpt,6-7B,2,65536,65536,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,6-7B,1,65536,65536,982099.31640625,1579543.06640625,838.1259765625,569.8740234375,255.875,1024.0,128.0,128.0,32.0,TELayerNormSelfAttentionDropout
gpt,6-7B,2,65536,65536,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormSelfAttentionDropout
gpt,6-7B,1,65536,65536,883944.82421875,1272453.80859375,1344.125,191.875,255.875,1536.0,128.0,128.0,64.0,TELayerNormMlpDropout
gpt,6-7B,2,65536,65536,1766586.9140625,2535190.8203125,2688.25,895.75,511.75,3328.0,256.0,256.0,64.0,TELayerNormMlpDropout
