model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,1-3B,1,16384,16384,1519.001579284668,4310.630416870117,96.0,192.0,128.0,470.0,0.0625,64.0,264.0,LanguageModelEmbedding
gpt,1-3B,2,16384,16384,3590.041732788086,6410.137939453125,192.0,448.0,256.0,612.0,0.125,128.0,264.0,LanguageModelEmbedding
gpt,1-3B,1,16384,16384,115569.873046875,135952.685546875,3272.453125,4727.546875,8.1875,0.0,64.0,1.9073486328125e-06,200.0,TELayerNormPostProcess
gpt,1-3B,2,16384,16384,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,1-3B,1,16384,16384,28651.211547851562,69087.94860839844,422.1259765625,153.8740234375,63.875,640.0,64.0,64.0,32.0,TELayerNormSelfAttentionDropout
gpt,1-3B,2,16384,16384,56947.711181640625,135274.18823242188,964.2509765625,315.7490234375,127.75,1152.0,128.0,128.0,32.0,TELayerNormSelfAttentionDropout
gpt,1-3B,1,16384,16384,18257.305908203125,39615.997314453125,672.125,85.875,63.875,886.0,64.0,64.0,64.0,TELayerNormMlpDropout
gpt,1-3B,2,16384,16384,36314.111328125,77546.49658203125,1344.25,181.75,127.75,1654.0,128.0,128.0,64.0,TELayerNormMlpDropout
gpt,1-3B,1,32768,32768,3038.003158569336,6742.630767822266,192.0,384.0,256.0,540.0,0.125,128.0,328.0,LanguageModelEmbedding
gpt,1-3B,2,32768,32768,7194.214630126953,10919.526672363281,384.0,896.0,512.0,822.0,0.25,256.0,328.0,LanguageModelEmbedding
gpt,1-3B,1,32768,32768,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,1-3B,2,32768,32768,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,1-3B,1,32768,32768,92522.2900390625,225591.69921875,840.2509765625,0.0,127.75,0.0,128.0,128.0,32.0,TELayerNormSelfAttentionDropout
gpt,1-3B,2,32768,32768,185214.36767578125,457866.83349609375,1928.5009765625,0.0,255.5,768.0,256.0,256.0,32.0,TELayerNormSelfAttentionDropout
gpt,1-3B,1,32768,32768,36293.32580566406,79588.14392089844,1344.25,181.75,127.75,1654.0,128.0,128.0,64.0,TELayerNormMlpDropout
gpt,1-3B,2,32768,32768,72162.09716796875,160284.77783203125,2688.5,373.5,255.5,2816.0,256.0,256.0,64.0,TELayerNormMlpDropout
gpt,1-3B,1,65536,65536,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,LanguageModelEmbedding
gpt,1-3B,2,65536,65536,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,LanguageModelEmbedding
gpt,1-3B,1,65536,65536,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,TELayerNormPostProcess
gpt,1-3B,2,65536,65536,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,TELayerNormPostProcess
gpt,1-3B,1,65536,65536,329518.994140625,820149.365234375,1676.5009765625,0,255.5,0.0,256.0,256.0,32.0,TELayerNormSelfAttentionDropout
gpt,1-3B,2,65536,65536,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,10000000,TELayerNormSelfAttentionDropout
gpt,1-3B,1,65536,65536,72141.41235351562,169184.88159179688,2688.5,0,255.5,0.0,256.0,256.0,64.0,TELayerNormMlpDropout
gpt,1-3B,2,65536,65536,143854.79736328125,320331.38427734375,5377.0,245.0,511.0,5632.0,512.0,512.0,64.0,TELayerNormMlpDropout
gpt,1-3B,1,8192,8192,760.0128173828125,3080.806350708008,48.0,96.0,64.0,336.0,0.03125,32.0,232.0,LanguageModelEmbedding
gpt,1-3B,2,8192,8192,1789.3375396728516,4139.827346801758,96.0,224.0,128.0,406.0,0.0625,64.0,232.0,LanguageModelEmbedding
gpt,1-3B,1,8192,8192,57872.589111328125,63821.002197265625,1640.2890625,2359.7109375,8.15625,0.0,32.0,1.9073486328125e-06,200.0,TELayerNormPostProcess
gpt,1-3B,2,8192,8192,115606.73828125,135111.8896484375,3264.328125,4799.671875,0.0625,0.0,64.0,1.9073486328125e-06,200.0,TELayerNormPostProcess
gpt,1-3B,1,8192,8192,10149.88784790039,23803.49349975586,213.0634765625,0.0,31.9375,226.0,32.0,32.0,32.0,TELayerNormSelfAttentionDropout
gpt,1-3B,2,8192,8192,19705.445861816406,46983.372497558594,482.1259765625,0.0,63.875,640.0,64.0,64.0,32.0,TELayerNormSelfAttentionDropout
gpt,1-3B,1,8192,8192,9336.01303100586,19977.82974243164,336.0703125,0.0,31.9375,444.0,32.0,32.0,64.0,TELayerNormMlpDropout
gpt,1-3B,2,8192,8192,18257.305908203125,39366.24755859375,672.125,0.0,63.875,704.0,64.0,64.0,64.0,TELayerNormMlpDropout
