model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
GPT,6-7B,1,8192,8192,1266.6879653930664,9604.914855957031,48.0,96.0,64.0,600.0,0.015625,32.0,464.0,LanguageModelEmbedding
GPT,6-7B,2,8192,8192,3094.528007507324,11891.302490234375,96.0,224.0,128.0,734.0,0.03125,64.0,464.0,LanguageModelEmbedding
GPT,6-7B,1,16384,16384,2781.1840057373047,11866.316986083984,96.0,192.0,128.0,798.0,0.03125,64.0,528.0,LanguageModelEmbedding
GPT,6-7B,2,16384,16384,6171.238327026367,16041.778564453125,192.0,448.0,256.0,1066.0,0.0625,128.0,528.0,LanguageModelEmbedding
GPT,6-7B,1,32768,32768,5361.663818359375,15988.742065429688,192.0,384.0,256.0,1194.0,0.0625,128.0,656.0,LanguageModelEmbedding
GPT,6-7B,2,32768,32768,12494.233703613281,24110.488891601562,384.0,896.0,512.0,1334.0,0.125,256.0,656.0,LanguageModelEmbedding
GPT,6-7B,1,8192,8192,58099.713134765625,63347.711181640625,840.20703125,1159.79296875,8.140625,0.0,32.0,1.9073486328125e-06,400.0,TELayerNormPostProcess
GPT,6-7B,2,8192,8192,118277.3193359375,124640.2587890625,1664.1640625,2335.8359375,0.03125,0.0,64.0,1.9073486328125e-06,400.0,TELayerNormPostProcess
GPT,6-7B,1,16384,16384,117619.921875,127008.349609375,1664.1640625,2335.8359375,0.03125,0.0,64.0,1.9073486328125e-06,400.0,TELayerNormPostProcess
GPT,6-7B,2,16384,16384,249879.150390625,257543.75,3328.328125,4799.671875,0.0625,0.0,128.0,1.9073486328125e-06,400.0,TELayerNormPostProcess
GPT,6-7B,1,32768,32768,252075.4150390625,259527.4658203125,3328.328125,4671.671875,0.0625,0.0,128.0,1.9073486328125e-06,400.0,TELayerNormPostProcess
GPT,6-7B,2,32768,32768,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
GPT,6-7B,1,8192,8192,34497.74169921875,65886.61499023438,212.53564453125,0.0,31.96875,66.0,32.0,32.0,128.0,TELayerNormSelfAttentionDropout
GPT,6-7B,2,8192,8192,71322.216796875,133980.1513671875,481.06689453125,280.93310546875,63.9375,640.0,64.0,64.0,128.0,TELayerNormSelfAttentionDropout
GPT,6-7B,1,16384,16384,73083.49609375,134701.0498046875,417.06689453125,0.0,63.9375,386.0,64.0,64.0,128.0,TELayerNormSelfAttentionDropout
GPT,6-7B,2,16384,16384,152495.5078125,282559.912109375,962.12939453125,211.87060546875,127.875,2378.0,128.0,128.0,128.0,TELayerNormSelfAttentionDropout
GPT,6-7B,1,32768,32768,166532.91015625,342556.884765625,834.12939453125,0.0,127.875,1286.0,128.0,128.0,128.0,TELayerNormSelfAttentionDropout
GPT,6-7B,2,32768,32768,366641.552734375,670527.880859375,1924.25439453125,0.0,255.75,4104.0,256.0,256.0,128.0,TELayerNormSelfAttentionDropout
GPT,6-7B,1,8192,8192,21788.467407226562,43601.10168457031,336.03125,0.0,31.96875,246.0,32.0,32.0,256.0,TELayerNormMlpDropout
GPT,6-7B,2,8192,8192,43631.207275390625,84154.98657226562,672.078125,0.0,63.9375,886.0,64.0,64.0,256.0,TELayerNormMlpDropout
GPT,6-7B,1,16384,16384,44404.327392578125,86796.69799804688,672.0625,0.0,63.9375,832.0,64.0,64.0,256.0,TELayerNormMlpDropout
GPT,6-7B,2,16384,16384,87535.205078125,168173.1689453125,1344.125,0.0,127.875,1536.0,128.0,128.0,256.0,TELayerNormMlpDropout
GPT,6-7B,1,32768,32768,87710.107421875,175772.4609375,1344.125,0.0,127.875,1536.0,128.0,128.0,256.0,TELayerNormMlpDropout
GPT,6-7B,2,32768,32768,182876.9775390625,323590.9423828125,2688.25,127.75,255.75,2816.0,256.0,256.0,256.0,TELayerNormMlpDropout
